@relation modGroup

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute class {0,1,2}

@data
0.267152,0.217129,0.423373,0.618996,0
0.808912,0.137837,0.546753,0.83669,2
0.790292,0.531525,0.551499,0.57769,0
0.774473,0.494593,0.833482,0.105125,0
0.486206,0.937798,0.814444,0.076197,0
0.179276,0.200839,0.524337,0.127152,0
0.801852,0.589523,0.195941,0.775374,0
0.803713,0.896607,0.734201,0.808782,1
0.835873,0.256909,0.121729,0.269756,2
0.185715,0.95563,0.897653,0.431987,0
0.193583,0.514387,0.887031,0.544761,1
0.781745,0.192193,0.471069,0.801069,0
0.426135,0.779608,0.272809,0.45989,0
0.23468,0.351546,0.817965,0.135238,1
0.133566,0.442488,0.559403,0.173211,1
0.229131,0.457374,0.125851,0.495073,1
0.175725,0.792941,0.587615,0.586076,2
0.519388,0.457597,0.168719,0.746351,2
0.548302,0.138348,0.807235,0.623695,1
0.797003,0.274707,0.487606,0.493938,2
0.520735,0.507864,0.481922,0.142701,2
0.835287,0.775472,0.527992,0.415736,1
0.181361,0.530402,0.229608,0.09269,1
0.121725,0.539195,0.270442,0.523982,1
0.790074,0.515189,0.165945,0.10028,0
0.551605,0.915457,0.448295,0.836996,0
0.524268,0.720003,0.726846,0.904488,0
0.850127,0.629915,0.486831,0.160864,0
0.80716,0.573884,0.823704,0.067925,0
0.580549,0.794991,0.142725,0.913683,0
0.087995,0.830316,0.882424,0.456372,2
0.150915,0.189321,0.85705,0.492769,0
0.869325,0.389044,0.15438,0.596906,0
0.15844,0.822107,0.159092,0.814405,2
0.485481,0.097504,0.169537,0.276303,1
0.843145,0.860736,0.219221,0.153076,1
0.896829,0.867155,0.189067,0.143732,1
0.100659,0.457278,0.121993,0.511221,1
0.357829,0.493406,0.175448,0.900418,2
0.465023,0.865503,0.835867,0.746934,0
0.443994,0.779007,0.890757,0.800335,0
0.16876,0.78082,0.146539,0.195588,2
0.881773,0.175464,0.546252,0.453401,2
0.882133,0.261212,0.782394,0.855528,2
0.518136,0.579518,0.223123,0.564551,2
0.540086,0.815673,0.186471,0.453539,1
0.838924,0.277371,0.51425,0.118176,2
0.500388,0.233223,0.850928,0.143962,1
0.859587,0.485754,0.516697,0.110289,0
0.163443,0.805436,0.490124,0.439246,2
0.544096,0.479903,0.894089,0.888785,2
0.844621,0.137104,0.859401,0.531164,2
0.854866,0.944153,0.173232,0.109818,1
0.536579,0.53232,0.863391,0.143304,2
0.192498,0.155122,0.122154,0.120794,0
0.802474,0.860426,0.93954,0.77572,1
0.16547,0.156518,0.879825,0.95802,0
0.844825,0.861938,0.109447,0.549218,1
0.482793,0.122028,0.640989,0.409875,1
0.809131,0.205533,0.112491,0.309306,2
0.531906,0.51472,0.789734,0.196931,2
0.8481,0.503708,0.821659,0.82397,0
0.53983,0.465904,0.879136,0.770045,0
0.592156,0.131632,0.273556,0.152116,1
0.115287,0.048907,0.428385,0.778466,0
0.170892,0.132896,0.588683,0.5582,2
0.511777,0.448518,0.09881,0.480533,0
0.945564,0.470601,0.218682,0.837725,0
0.419983,0.174932,0.503907,0.467156,1
0.24278,0.142095,0.202181,0.09912,0
0.706154,0.549053,0.579026,0.151187,0
0.651272,0.285777,0.831823,0.481573,1
0.162656,0.226727,0.545119,0.826831,2
0.809313,0.475772,0.843466,0.868694,0
0.477545,0.524389,0.464633,0.804696,2
0.878298,0.741528,0.76767,0.705954,1
0.088538,0.158678,0.830302,0.559982,0
0.147034,0.576906,0.491541,0.902785,0
0.509746,0.480072,0.801661,0.800665,2
0.879249,0.086558,0.633639,0.843213,0
0.906333,0.420783,0.45614,0.535377,0
0.534459,0.576588,0.42631,0.412061,2
0.859028,0.167416,0.939074,0.880187,1
0.807283,0.240823,0.82958,0.898841,2
0.7689,0.219714,0.855074,0.744268,0
0.89998,0.191442,0.541736,0.830622,2
0.813319,0.424713,0.151306,0.779608,0
0.16476,0.50536,0.795967,0.549721,1
0.781449,0.812042,0.820344,0.837324,1
0.897893,0.741962,0.616771,0.180838,1
0.205687,0.481993,0.161906,0.077651,1
0.496643,0.855772,0.831197,0.143014,0
0.822367,0.147967,0.891378,0.918337,2
0.562097,0.473597,0.766497,0.499326,2
0.783554,0.472724,0.838841,0.819555,0
0.149368,0.516294,0.725345,0.5274,1
0.824854,0.166065,0.454815,0.887991,2
0.185486,0.398656,0.163848,0.892081,1
0.407799,0.461165,0.485441,0.489487,2
0.858013,0.835509,0.910056,0.045424,1
0.809326,0.818741,0.401354,0.875555,1
0.474139,0.850239,0.810615,0.141173,0
0.147514,0.18755,0.208556,0.893765,0
