@relation 'Non Linear function: 2*A1^2 - 3*A2^2 - A3 = R-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A2==(0.500065-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) and A3==(0.499977-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A3==(0.499977-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A2==(0.500065-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) or A3==(0.499977-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A3==(0.499977-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) equ A2==(0.500065-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) equ A3==(0.499977-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) equ A3==(0.499977-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) xor A2==(0.500065-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) xor A3==(0.499977-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) xor A3==(0.499977-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) impl A2==(0.500065-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) impl A3==(0.499977-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) impl A3==(0.499977-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A2==(0.500065-inf) and A3==(0.499977-inf)-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A2==(0.500065-inf) or A3==(0.499977-inf)-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.5]\'_x_\'(-inf-0.500065]\',\'(-inf-0.5]\'_x_\'(0.500065-inf)\',\'(0.5-inf)\'_x_\'(-inf-0.500065]\',\'(0.5-inf)\'_x_\'(0.500065-inf)\'-C41-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\',\'(-inf-0.500065]\'_x_\'(0.499977-inf)\',\'(0.500065-inf)\'_x_\'(-inf-0.499977]\',\'(0.500065-inf)\'_x_\'(0.499977-inf)\'-C42-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.5]\'_x_\'(-inf-0.499977]\',\'(-inf-0.5]\'_x_\'(0.499977-inf)\',\'(0.5-inf)\'_x_\'(-inf-0.499977]\',\'(0.5-inf)\'_x_\'(0.499977-inf)\'-C43-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute 'A1==(0.5-inf) and A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) equ A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) equ A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) equ A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) xor A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) xor A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) xor A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) impl A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) impl A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) impl A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) and A2==(0.500065-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A2==(0.500065-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1 ADD A2' numeric
@attribute 'A2 ADD A3' numeric
@attribute 'A1 ADD A3' numeric
@attribute 'A1 SUBTRACT A2' numeric
@attribute 'A2 SUBTRACT A3' numeric
@attribute 'A1 SUBTRACT A3' numeric
@attribute 'A1 DIVIDE A2' numeric
@attribute 'A2 DIVIDE A1' numeric
@attribute 'A2 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A2' numeric
@attribute 'A1 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A1' numeric
@attribute 'A1 MULTIPLY A2' numeric
@attribute 'A2 MULTIPLY A3' numeric
@attribute 'A1 MULTIPLY A3' numeric
@attribute 'A1 LESSTHAN A2' {0,1}
@attribute 'A2 LESSTHAN A3' {0,1}
@attribute 'A1 LESSTHAN A3' {0,1}
@attribute A1_x_A2 {'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(0.5-inf)\'_x_\'(0.500065-inf)\''}
@attribute A2_x_A3 {'\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\''}
@attribute A1_x_A3 {'\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\''}
@attribute class numeric

@data
0.321847,0.482124,0.484306,0.800473,0.946991,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.803971,0.96643,0.806153,-0.160277,-0.002182,-0.162459,0.667561,1.497991,0.995495,1.004526,0.664553,1.504771,0.15517,0.233496,0.155872,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.974467
0.346406,0.186393,0.335597,0.118585,0.532311,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.532799,0.52199,0.682003,0.160013,-0.149204,0.010809,1.858471,0.538077,0.555407,1.800481,1.032208,0.968797,0.064568,0.062553,0.116253,0,1,0,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.19983
0.805686,0.655057,0.66769,0.923148,0.331422,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.460743,1.322747,1.473376,0.150629,-0.012633,0.137996,1.229948,0.813043,0.98108,1.019285,1.206677,0.828722,0.52777,0.437375,0.537948,0,1,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.656727
0.389353,0.990787,0.212961,0.061452,0.432307,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.38014,1.203748,0.602314,-0.601434,0.777826,0.176392,0.392973,2.544701,4.652434,0.214941,1.828283,0.546961,0.385766,0.210999,0.082917,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-2.854747
0.513034,0.659604,0.21787,0.772818,0.023042,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.172638,0.877474,0.730904,-0.14657,0.441734,0.295164,0.777791,1.285693,3.027512,0.330304,2.354771,0.42467,0.338399,0.143708,0.111775,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.996694
0.464131,0.728006,0.032562,0.320628,0.205513,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.192137,0.760568,0.496693,-0.263875,0.695444,0.431569,0.637537,1.568536,22.357533,0.044728,14.253762,0.070157,0.33789,0.023705,0.015113,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.191705
0.417403,0.932065,0.987124,0.916871,0.870171,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1.349468,1.919189,1.404527,-0.514662,-0.055059,-0.569721,0.447826,2.23301,0.944223,1.059072,0.422848,2.364918,0.389047,0.920064,0.412029,1,1,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-3.24491
0.330444,0.987279,0.327932,0.252169,0.188215,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.317723,1.315211,0.658376,-0.656835,0.659347,0.002512,0.334702,2.987735,3.010621,0.332157,1.00766,0.992398,0.32624,0.32376,0.108363,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-3.033707
0.242414,0.518109,0.46374,0.787919,0.276433,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.760523,0.981849,0.706154,-0.275695,0.054369,-0.221326,0.467882,2.13729,1.11724,0.895063,0.522737,1.913008,0.125597,0.240268,0.112417,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.151522
0.725608,0.091261,0.813903,0.529449,0.34017,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.816869,0.905164,1.539511,0.634347,-0.722642,-0.088295,7.95091,0.125772,0.112128,8.91841,0.891517,1.121684,0.06622,0.074278,0.590575,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.214124
0.76058,0.440468,0.958187,0.170556,0.660423,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.201048,1.398655,1.718767,0.320112,-0.517719,-0.197607,1.726754,0.579121,0.459689,2.175384,0.79377,1.259811,0.335011,0.422051,0.728778,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.383261
0.406684,0.098007,0.922582,0.200172,0.166516,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.504691,1.020589,1.329266,0.308677,-0.824575,-0.515898,4.14954,0.240991,0.106231,9.41343,0.440811,2.268548,0.039858,0.090419,0.375199,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.620615
0.848294,0.449509,0.993915,0.594534,0.861126,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.297803,1.443424,1.842209,0.398785,-0.544406,-0.145621,1.887157,0.529898,0.452261,2.211113,0.853487,1.171663,0.381316,0.446774,0.843132,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.160887
0.743823,0.621515,0.40029,0.562555,0.827879,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.365338,1.021805,1.144113,0.122308,0.221225,0.343533,1.19679,0.835568,1.552662,0.644055,1.85821,0.538152,0.462297,0.248786,0.297745,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.452589
0.907423,0.358596,0.516479,0.670673,0.779287,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.266019,0.875075,1.423902,0.548827,-0.157883,0.390944,2.530488,0.395181,0.694309,1.440281,1.756941,0.569171,0.325398,0.185207,0.468665,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.74458
0.698244,0.053021,0.008908,0.120945,0.508334,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.751265,0.061929,0.707152,0.645223,0.044113,0.689336,13.169197,0.075935,5.952066,0.168009,78.383925,0.012758,0.037022,0.000472,0.00622,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.957748
0.82649,0.482819,0.418164,0.819228,0.242386,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.309309,0.900983,1.244654,0.343671,0.064655,0.408326,1.711801,0.58418,1.154616,0.866089,1.976473,0.505952,0.399045,0.201898,0.345608,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.248666
0.810642,0.410537,0.094242,0.498621,0.820372,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.221179,0.504779,0.904884,0.400105,0.316295,0.7164,1.974589,0.506434,4.3562,0.229558,8.601706,0.116256,0.332799,0.03869,0.076397,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.714418
0.409231,0.228536,0.323002,0.03341,0.41784,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.637767,0.551538,0.732233,0.180695,-0.094466,0.086229,1.790663,0.558452,0.707537,1.413353,1.266961,0.78929,0.093524,0.073818,0.132182,0,1,0,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.144748
0.793278,0.35721,0.151955,0.702348,0.186002,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.150488,0.509165,0.945233,0.436068,0.205255,0.641323,2.220761,0.450296,2.350762,0.425394,5.22048,0.191553,0.283367,0.05428,0.120543,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.72383
0.536909,0.240433,0.996286,0.552167,0.748294,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.777342,1.236719,1.533195,0.296476,-0.755853,-0.459377,2.233092,0.44781,0.241329,4.143716,0.538911,1.855596,0.129091,0.23954,0.534915,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.593168
0.611017,0.098422,0.828306,0.503291,0.424252,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.709439,0.926728,1.439323,0.512595,-0.729884,-0.217289,6.208134,0.161079,0.118823,8.415862,0.737671,1.355619,0.060138,0.081524,0.506109,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.110682
0.222896,0.023732,0.3688,0.798025,0.095461,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.246628,0.392532,0.591696,0.199164,-0.345068,-0.145904,9.392213,0.106471,0.064349,15.540199,0.604382,1.654583,0.00529,0.008752,0.082204,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.271124
0.905624,0.40976,0.781604,0.454571,0.581419,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.315384,1.191364,1.687228,0.495864,-0.371844,0.12402,2.210133,0.452462,0.524255,1.907468,1.158674,0.863056,0.371088,0.32027,0.707839,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.354994
0.961523,0.896193,0.312321,0.082803,0.633877,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.857716,1.208514,1.273844,0.06533,0.583872,0.649202,1.072897,0.932056,2.869461,0.348497,3.078637,0.324819,0.86171,0.2799,0.300304,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.872754
0.069419,0.057779,0.947154,0.567294,0.698412,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.127198,1.004933,1.016573,0.01164,-0.889375,-0.877735,1.201457,0.832323,0.061003,16.392703,0.073292,13.644017,0.004011,0.054726,0.06575,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.947532
0.24407,0.965202,0.611318,0.26459,0.690561,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1.209272,1.57652,0.855388,-0.721132,0.353884,-0.367248,0.252869,3.954611,1.578887,0.633358,0.399252,2.504683,0.235577,0.590045,0.149204,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-3.287022
0.717706,0.275743,0.393021,0.35285,0.25936,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.993449,0.668764,1.110727,0.441963,-0.117278,0.324685,2.602808,0.3842,0.701599,1.425316,1.826126,0.547607,0.197902,0.108373,0.282074,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.409078
0.017088,0.500168,0.265735,0.324701,0.66607,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.517256,0.765903,0.282823,-0.48308,0.234433,-0.248647,0.034165,29.270131,1.882206,0.531291,0.064305,15.550971,0.008547,0.132912,0.004541,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.015655
0.206093,0.748166,0.72865,0.576192,0.500641,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0.954259,1.476816,0.934743,-0.542073,0.019516,-0.522557,0.275464,3.630235,1.026784,0.973915,0.282842,3.53554,0.154192,0.545151,0.15017,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-2.322958
0.974233,0.213449,0.37921,0.247872,0.960485,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.187682,0.592659,1.353443,0.760784,-0.165761,0.595023,4.564243,0.219094,0.562878,1.776584,2.569112,0.38924,0.207949,0.080942,0.369439,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',1.382369
0.854062,0.070165,0.98896,0.997459,0.27574,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.924227,1.059125,1.843022,0.783897,-0.918795,-0.134898,12.172194,0.082154,0.070948,14.094777,0.863596,1.157949,0.059925,0.06939,0.844633,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.455116
0.512835,0.161043,0.562076,0.3603,0.355874,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.673878,0.723119,1.074911,0.351792,-0.401033,-0.049241,3.18446,0.314025,0.286515,3.490223,0.912394,1.096017,0.082588,0.090518,0.288252,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.113881
0.787951,0.787574,0.821756,0.780557,0.418468,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.575525,1.60933,1.609707,0.000377,-0.034182,-0.033805,1.000479,0.999522,0.958404,1.043402,0.958862,1.042902,0.62057,0.647194,0.647503,0,1,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.44084
0.63898,0.017308,0.462988,0.588795,0.044627,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.656288,0.480296,1.101968,0.621672,-0.44568,0.175992,36.918188,0.027087,0.037383,26.749942,1.380122,0.724574,0.011059,0.008013,0.29584,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.352705
0.626272,0.626767,0.368054,0.368024,0.377424,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.253039,0.994821,0.994326,-0.000495,0.258713,0.258218,0.99921,1.00079,1.702921,0.587226,1.701576,0.58769,0.392527,0.230684,0.230502,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.762131
0.086539,0.609201,0.76943,0.834288,0.738514,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0.69574,1.378631,0.855969,-0.522662,-0.160229,-0.682891,0.142053,7.039612,0.791756,1.263015,0.112472,8.891136,0.05272,0.468738,0.066586,1,1,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.867831
0.372409,0.202774,0.358287,0.040957,0.61396,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.575183,0.561061,0.730696,0.169635,-0.155513,0.014122,1.836572,0.544493,0.565954,1.766928,1.039415,0.962079,0.075515,0.072651,0.133429,0,1,0,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.204262
0.021076,0.761253,0.645807,0.640946,0.422357,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0.782329,1.40706,0.666883,-0.740177,0.115446,-0.624731,0.027686,36.119425,1.178762,0.848347,0.032635,30.64182,0.016044,0.491623,0.013611,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-2.383438
0.831663,0.492008,0.020506,0.258024,0.873041,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.323671,0.512514,0.852169,0.339655,0.471502,0.811157,1.690344,0.591595,23.993368,0.041678,40.557056,0.024657,0.409185,0.010089,0.017054,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.636603
0.351784,0.602085,0.047031,0.628358,0.033029,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.953869,0.649116,0.398815,-0.250301,0.555054,0.304753,0.584276,1.711519,12.801875,0.078114,7.479832,0.133693,0.211804,0.028317,0.016545,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.887046
