@relation 'if(A1 == 0 ||  A2 == 0) then R=5*A1 + A2 else if(A1 == 0 ||  A2 == 1) then //R=A1 - 4*A2 else if(A1 == 1 ||  A2 == 0) then //R=2*A1 + 8*A2 else if(A1 == 1 ||  A2 == 1) then R=-2*A1 - 3*A2 -weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA3 and A4-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A3-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A2==(0.49991-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A4-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A3-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A4-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 or A4-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A3-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A2==(0.49991-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A4-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A3-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A4-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 equ A4-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) equ A3-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A2==(0.49991-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) equ A4-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A3-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A4-L0,1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 xor A4-L0,1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) xor A3-L0,1-C25-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A2==(0.49991-inf)-L0,1-C26-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) xor A4-L0,1-C27-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A3-L0,1-C28-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A4-L0,1-C29-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 impl A4-L0,1-C30-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) impl A3-L0,1-C31-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A2==(0.49991-inf)-L0,1-C32-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) impl A4-L0,1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A3-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A4-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A3 and A4-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A2==(0.49991-inf) and A4-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A3 and A4-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A3 or A4-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A2==(0.49991-inf) or A4-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A3 or A4-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C42-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C43-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C44-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C45-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C46-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C47-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C48-W1.0-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Add-TNOM-NA3_x_A4-L0_x_0,0_x_1,1_x_0,1_x_1-C48-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.49991]\'_x_0,\'(-inf-0.49991]\'_x_1,\'(0.49991-inf)\'_x_0,\'(0.49991-inf)\'_x_1-C49-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\',\'(-inf-0.50008]\'_x_\'(0.49991-inf)\',\'(0.50008-inf)\'_x_\'(-inf-0.49991]\',\'(0.50008-inf)\'_x_\'(0.49991-inf)\'-C50-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A4-L\'(-inf-0.49991]\'_x_0,\'(-inf-0.49991]\'_x_1,\'(0.49991-inf)\'_x_0,\'(0.49991-inf)\'_x_1-C51-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.50008]\'_x_0,\'(-inf-0.50008]\'_x_1,\'(0.50008-inf)\'_x_0,\'(0.50008-inf)\'_x_1-C52-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A4-L\'(-inf-0.50008]\'_x_0,\'(-inf-0.50008]\'_x_1,\'(0.50008-inf)\'_x_0,\'(0.50008-inf)\'_x_1-C53-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 {0,1}
@attribute F16L1 {0,1}
@attribute F17L1 {0,1}
@attribute F18L1 {0,1}
@attribute F19L1 {0,1}
@attribute F20L1 {0,1}
@attribute F21L1 {0,1}
@attribute F22L1 {0,1}
@attribute F23L1 {0,1}
@attribute F24L1 {0,1}
@attribute F25L1 {0,1}
@attribute F26L1 {0,1}
@attribute F27L1 {0,1}
@attribute F28L1 {0,1}
@attribute F29L1 {0,1}
@attribute F30L1 {0,1}
@attribute F31L1 {0,1}
@attribute F32L1 {0,1}
@attribute F33L1 {0,1}
@attribute F34L1 {0,1}
@attribute F35L1 {0,1}
@attribute F36L1 {0,1}
@attribute F37L1 numeric
@attribute F38L1 numeric
@attribute F39L1 numeric
@attribute F40L1 numeric
@attribute F41L1 numeric
@attribute F42L1 {0,1}
@attribute F43L1 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute F44L1 {'\'(-inf-0.49991]\'_x_0','\'(-inf-0.49991]\'_x_1','\'(0.49991-inf)\'_x_0','\'(0.49991-inf)\'_x_1'}
@attribute F45L1 {'\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(0.50008-inf)\'_x_\'(0.49991-inf)\''}
@attribute F46L1 {'\'(-inf-0.49991]\'_x_0','\'(-inf-0.49991]\'_x_1','\'(0.49991-inf)\'_x_0','\'(0.49991-inf)\'_x_1'}
@attribute F47L1 {'\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1'}
@attribute F48L1 {'\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1'}
@attribute class numeric

@data
0.839504,0.985654,1,1,0.527411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.825158,-0.14615,0.851723,1.174091,0.82746,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-4.635971
0.813136,0.946914,1,1,0.36283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.76005,-0.133778,0.858722,1.164521,0.76997,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-4.467013
0.242382,0.64349,1,1,0.328198,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.885872,-0.401108,0.376668,2.654859,0.15597,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.415234
0.302031,0.282278,1,0,0.213642,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.584309,0.019753,1.069977,0.934599,0.085257,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',2.862286
0.295334,0.838012,0,1,0.13772,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1.133346,-0.542678,0.352422,2.837506,0.247493,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-3.056713
0.293643,0.329509,0,0,0.981315,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.623152,-0.035866,0.891153,1.122142,0.096758,1,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',1.797724
0.710231,0.591785,1,0,0.381129,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1.302016,0.118446,1.20015,0.833229,0.420304,0,1_x_0,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',6.154741
0.804682,0.638357,1,0,0.637723,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1.443039,0.166325,1.260552,0.793303,0.513674,0,1_x_0,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',6.716221
0.091535,0.236949,0,0,0.013309,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.328484,-0.145414,0.386307,2.588616,0.021689,1,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',0.694623
0.256096,0.146466,0,1,0.431195,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.402562,0.10963,1.748501,0.571918,0.037509,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-0.329766
0.334445,0.686912,0,0,0.501481,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.021357,-0.352467,0.486882,2.053886,0.229734,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.359137
0.753376,0.881325,0,1,0.858337,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.634701,-0.127949,0.854822,1.169834,0.663969,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-2.771923
0.167386,0.233612,0,0,0.320446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.400998,-0.066226,0.716513,1.395648,0.039103,1,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',1.07054
0.416891,0.607548,1,0,0.809019,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1.024439,-0.190657,0.686186,1.457331,0.253281,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',5.694167
0.774505,0.905832,0,1,0.731996,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.680337,-0.131327,0.855021,1.169562,0.701571,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-2.848825
0.34755,0.697505,1,0,0.430968,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1.045055,-0.349955,0.498276,2.00692,0.242418,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',6.275139
0.264286,0.568402,1,1,0.83631,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.832688,-0.304116,0.464963,2.150708,0.150221,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.233777
0.285629,0.898432,0,0,0.533884,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.184061,-0.612803,0.317919,3.145451,0.256618,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.326579
0.552815,0.426079,1,0,0.846852,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0.978894,0.126736,1.297447,0.770744,0.235543,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',4.514265
0.248877,0.941476,0,0,0.610648,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.190353,-0.692599,0.264348,3.782897,0.234312,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.185861
0.904085,0.358048,1,1,0.68202,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1.262133,0.546037,2.525039,0.396034,0.323706,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-2.882313
0.139617,0.159033,1,0,0.296039,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.29865,-0.019416,0.877912,1.139066,0.022204,1,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',1.551499
0.017465,0.815801,1,0,0.420332,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.833266,-0.798336,0.021408,46.710621,0.014248,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',6.561337
0.037518,0.470562,1,1,0.140471,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.50808,-0.433044,0.07973,12.5423,0.017655,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-1.486722
0.729866,0.713526,0,0,0.018252,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.443392,0.01634,1.0229,0.977612,0.520778,0,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',4.362854
0.270795,0.491455,0,1,0.354851,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.76225,-0.22066,0.551007,1.81486,0.133084,1,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-1.695026
0.365875,0.498725,1,0,0.230838,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.8646,-0.13285,0.733621,1.363102,0.182471,1,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',4.721549
0.338088,0.795015,0,0,0.918126,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.133103,-0.456927,0.42526,2.351503,0.268785,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.485456
0.735204,0.162762,0,0,0.648405,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0.897966,0.572442,4.517049,0.221383,0.119663,0,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',3.838781
0.868292,0.898085,0,1,0.444839,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.766377,-0.029793,0.966826,1.034312,0.7798,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-2.724049
0.158209,0.415334,0,0,0.613673,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.573543,-0.257125,0.38092,2.625224,0.06571,1,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',1.206376
0.416533,0.683217,0,1,0.127733,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1.09975,-0.266684,0.609664,1.640247,0.284582,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-2.316337
0.565173,0.260831,0,1,0.91278,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0.826004,0.304342,2.166817,0.461506,0.147415,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-0.478151
0.439825,0.25449,0,1,0.119757,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.694315,0.185335,1.72826,0.578616,0.111931,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-0.578136
0.234738,0.263466,0,1,0.142622,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.498204,-0.028728,0.890961,1.122383,0.061845,1,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-0.819125
0.042244,0.643426,1,1,0.948736,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.68567,-0.601182,0.065655,15.231181,0.027181,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.014766
0.635821,0.435422,1,0,0.601948,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1.071243,0.200399,1.460241,0.684819,0.27685,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',4.755019
0.37147,0.03211,1,0,0.092249,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.40358,0.33936,11.56867,0.08644,0.011928,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',0.999824
0.843013,0.819711,1,0,0.193231,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1.662724,0.023302,1.028427,0.972359,0.691027,0,1_x_0,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',8.243716
0.05918,0.892086,1,1,0.134217,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.951266,-0.832906,0.066339,15.074113,0.052794,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.794618
