@relation 'modGroup-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.140835) and (I2 >= 0.737664)-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.313643) and (I2 >= 0.669821)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.304998) and (I1 >= 0.703413)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.265298) and (I2 >= 0.669821)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.140835) and (I2 >= 0.737664))-L0,1,2-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.313643) and (I2 >= 0.669821))-L0,1,2-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))-L0,1,2,3,4-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.304998) and (I1 >= 0.703413))-L0,1,2-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))-L0,1,2,3,4-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))-L0,1,2,3,4-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.265298) and (I2 >= 0.669821))-L0,1,2-C18-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD I2-C19-W1.0-weka.filters.unsupervised.attribute.Add-NI2 ADD R1-C20-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD R1-C21-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT I2-C22-W1.0-weka.filters.unsupervised.attribute.Add-NI2 SUBTRACT R1-C23-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT R1-C24-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE I2-C25-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE I1-C26-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE R1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I2-C28-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE R1-C29-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY I2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NI2 MULTIPLY R1-C32-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY R1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN I2-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI2 LESSTHAN R1-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN R1-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF I2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_I2-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37'

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute '(I1 <= 0.140835) and (I2 >= 0.737664)' {0,1}
@attribute '(I1 <= 0.313643) and (I2 >= 0.669821)' {0,1}
@attribute '(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)' {0,1}
@attribute '(I2 <= 0.304998) and (I1 >= 0.703413)' {0,1}
@attribute '(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)' {0,1}
@attribute '(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)' {0,1}
@attribute '(I1 <= 0.265298) and (I2 >= 0.669821)' {0,1}
@attribute 'num-of-N((I1 <= 0.140835) and (I2 >= 0.737664))' {0,1,2}
@attribute 'num-of-N((I1 <= 0.313643) and (I2 >= 0.669821))' {0,1,2}
@attribute 'num-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))' {0,1,2,3,4}
@attribute 'num-of-N((I2 <= 0.304998) and (I1 >= 0.703413))' {0,1,2}
@attribute 'num-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))' {0,1,2,3,4}
@attribute 'num-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))' {0,1,2,3,4}
@attribute 'num-of-N((I1 <= 0.265298) and (I2 >= 0.669821))' {0,1,2}
@attribute 'I1 ADD I2' numeric
@attribute 'I2 ADD R1' numeric
@attribute 'I1 ADD R1' numeric
@attribute 'I1 SUBTRACT I2' numeric
@attribute 'I2 SUBTRACT R1' numeric
@attribute 'I1 SUBTRACT R1' numeric
@attribute 'I1 DIVIDE I2' numeric
@attribute 'I2 DIVIDE I1' numeric
@attribute 'I2 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I2' numeric
@attribute 'I1 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I1' numeric
@attribute 'I1 MULTIPLY I2' numeric
@attribute 'I2 MULTIPLY R1' numeric
@attribute 'I1 MULTIPLY R1' numeric
@attribute 'I1 LESSTHAN I2' {0,1}
@attribute 'I2 LESSTHAN R1' {0,1}
@attribute 'I1 LESSTHAN R1' {0,1}
@attribute class {0,1,2}

@data
0.188481,0.760752,0.529389,0.767098,0,1,0,0,0,0,1,1,2,2,0,2,2,2,0.949233,1.290141,0.71787,-0.572271,0.231363,-0.340908,0.247756,4.036226,1.437038,0.695876,0.356035,2.808713,0.143387,0.402734,0.09978,1,0,1,2
0.480716,0.217313,0.863432,0.278895,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.698029,1.080745,1.344148,0.263403,-0.646119,-0.382716,2.21209,0.452061,0.251685,3.973218,0.55675,1.796137,0.104466,0.187635,0.415066,0,1,1,1
0.905605,0.816628,0.833365,0.119621,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.722233,1.649993,1.73897,0.088977,-0.016737,0.07224,1.108957,0.901749,0.979916,1.020495,1.086685,0.92023,0.739542,0.680549,0.7547,0,1,0,1
0.489018,0.50487,0.90417,0.475053,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.993888,1.40904,1.393188,-0.015852,-0.3993,-0.415152,0.968602,1.032416,0.55838,1.790897,0.540847,1.84895,0.246891,0.456488,0.442155,1,1,1,2
0.851486,0.47219,0.804978,0.117872,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.323676,1.277168,1.656464,0.379296,-0.332788,0.046508,1.80327,0.554548,0.586587,1.704776,1.057775,0.94538,0.402063,0.380103,0.685427,0,1,0,0
0.860406,0.222942,0.153334,0.515556,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.083348,0.376276,1.01374,0.637464,0.069608,0.707072,3.859327,0.259113,1.453963,0.687775,5.611319,0.178211,0.191821,0.034185,0.131929,0,0,0,2
0.539056,0.169567,0.153845,0.790365,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.708623,0.323412,0.692901,0.369489,0.015722,0.385211,3.179015,0.314563,1.102194,0.907281,3.50389,0.285397,0.091406,0.026087,0.082931,0,0,0,1
0.101667,0.502426,0.077459,0.372081,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.604093,0.579885,0.179126,-0.400759,0.424967,0.024208,0.202352,4.941879,6.486348,0.15417,1.312527,0.761889,0.05108,0.038917,0.007875,1,0,0,2
0.243905,0.528193,0.521433,0.550943,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.772098,1.049626,0.765338,-0.284288,0.00676,-0.277528,0.461772,2.165569,1.012964,0.987202,0.467759,2.137853,0.128829,0.275417,0.12718,1,0,1,1
0.869383,0.554629,0.237509,0.809941,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.424012,0.792138,1.106892,0.314754,0.31712,0.631874,1.567504,0.637957,2.335192,0.42823,3.660421,0.273193,0.482185,0.131729,0.206486,0,0,0,1
0.75014,0.110896,0.137405,0.516217,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.861036,0.248301,0.887545,0.639244,-0.026509,0.612735,6.764356,0.147834,0.807074,1.239044,5.459336,0.183172,0.083188,0.015238,0.103073,0,1,0,2
0.539538,0.516325,0.894171,0.187482,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.055863,1.410496,1.433709,0.023213,-0.377846,-0.354633,1.044958,0.956976,0.577434,1.731799,0.603395,1.65729,0.278577,0.461683,0.482439,0,1,1,2
0.558523,0.596417,0.168655,0.52286,0,0,1,0,0,1,0,0,0,4,0,2,4,0,1.15494,0.765072,0.727178,-0.037894,0.427762,0.389868,0.936464,1.067847,3.536314,0.28278,3.31163,0.301966,0.333113,0.100589,0.094198,1,0,0,2
0.211065,0.546899,0.904484,0.5167,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.757964,1.451383,1.115549,-0.335834,-0.357585,-0.693419,0.38593,2.59114,0.604653,1.653841,0.233354,4.285334,0.115431,0.494661,0.190905,1,1,1,1
0.417542,0.519421,0.113332,0.22615,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.936963,0.632753,0.530874,-0.101879,0.406089,0.30421,0.80386,1.243997,4.58318,0.218189,3.684237,0.271427,0.21688,0.058867,0.047321,1,0,0,2
0.822063,0.526044,0.800236,0.886443,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.348107,1.32628,1.622299,0.296019,-0.274192,0.021827,1.562727,0.639907,0.657361,1.521234,1.027276,0.973449,0.432441,0.420959,0.657844,0,1,0,0
0.118422,0.484022,0.44227,0.489524,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.602444,0.926292,0.560692,-0.3656,0.041752,-0.323848,0.244662,4.087264,1.094404,0.913739,0.26776,3.734695,0.057319,0.214068,0.052374,1,0,1,1
0.461631,0.157402,0.133518,0.439116,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.619033,0.29092,0.595149,0.304229,0.023884,0.328113,2.932815,0.340969,1.178882,0.848261,3.457444,0.289231,0.072662,0.021016,0.061636,0,0,0,1
0.142022,0.554613,0.16292,0.872852,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.696635,0.717533,0.304942,-0.412591,0.391693,-0.020898,0.256074,3.90512,3.404205,0.293754,0.871728,1.147146,0.078767,0.090358,0.023138,1,0,1,1
0.809283,0.126293,0.211995,0.452763,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.935576,0.338288,1.021278,0.68299,-0.085702,0.597288,6.40798,0.156055,0.595736,1.678597,3.817463,0.261954,0.102207,0.026773,0.171564,0,1,0,1
0.235749,0.170718,0.194598,0.82331,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.406467,0.365316,0.430347,0.065031,-0.02388,0.041151,1.380926,0.724152,0.877285,1.13988,1.211467,0.825446,0.040247,0.033221,0.045876,0,1,0,0
0.88813,0.601802,0.117206,0.166411,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1.489932,0.719008,1.005336,0.286328,0.484596,0.770924,1.475784,0.677606,5.134566,0.194758,7.577513,0.131969,0.534478,0.070535,0.104094,0,0,0,0
0.85786,0.507608,0.783124,0.485578,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.365468,1.290732,1.640984,0.350252,-0.275516,0.074736,1.690005,0.591714,0.648183,1.542773,1.095433,0.912881,0.435457,0.39752,0.671811,0,1,0,0
0.2594,0.802788,0.147153,0.840637,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.062188,0.949941,0.406553,-0.543388,0.655635,0.112247,0.323124,3.094788,5.455465,0.183302,1.762791,0.567282,0.208243,0.118133,0.038171,1,0,0,2
0.771341,0.113464,0.207511,0.458174,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.884805,0.320975,0.978852,0.657877,-0.094047,0.56383,6.798112,0.1471,0.546785,1.828871,3.717109,0.269026,0.087519,0.023545,0.160062,0,1,0,2
0.819335,0.523501,0.146343,0.235505,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.342836,0.669844,0.965678,0.295834,0.377158,0.672992,1.565107,0.638934,3.577219,0.279547,5.59873,0.178612,0.428923,0.076611,0.119904,0,0,0,0
0.195961,0.156394,0.167229,0.56553,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.352355,0.323623,0.36319,0.039567,-0.010835,0.028732,1.252996,0.798087,0.935209,1.06928,1.171812,0.853379,0.030647,0.026154,0.03277,0,1,0,1
0.188017,0.490781,0.590215,0.797063,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.678798,1.080996,0.778232,-0.302764,-0.099434,-0.402198,0.383098,2.610301,0.831529,1.202604,0.318557,3.139158,0.092275,0.289666,0.11097,1,1,1,1
0.620671,0.56917,0.13247,0.415015,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.189841,0.70164,0.753141,0.051501,0.4367,0.488201,1.090484,0.917024,4.296595,0.232742,4.68537,0.21343,0.353267,0.075398,0.08222,0,0,0,2
0.882206,0.217074,0.478779,0.81855,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.09928,0.695853,1.360985,0.665132,-0.261705,0.403427,4.06408,0.246058,0.453391,2.205603,1.842616,0.542707,0.191504,0.10393,0.422382,0,1,0,2
0.441619,0.229809,0.246801,0.891635,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.671428,0.47661,0.68842,0.21181,-0.016992,0.194818,1.921678,0.520378,0.931151,1.07394,1.789373,0.558855,0.101488,0.056717,0.108992,0,1,0,1
0.232823,0.445935,0.191571,0.867707,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.678758,0.637506,0.424394,-0.213112,0.254364,0.041252,0.522101,1.915339,2.327779,0.429594,1.215335,0.822818,0.103824,0.085428,0.044602,1,0,0,1
0.721949,0.460942,0.113726,0.078026,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.182891,0.574668,0.835675,0.261007,0.347216,0.608223,1.566247,0.638469,4.053093,0.246725,6.348144,0.157526,0.332777,0.052421,0.082104,0,0,0,0
0.141569,0.785094,0.48677,0.09545,0,1,0,0,0,0,1,1,2,2,0,2,2,2,0.926663,1.271864,0.628339,-0.643525,0.298324,-0.345201,0.180321,5.545663,1.612864,0.620015,0.290833,3.438394,0.111145,0.38216,0.068912,1,0,1,2
0.099624,0.906552,0.136973,0.10428,1,1,0,0,0,0,1,2,2,2,0,2,2,2,1.006176,1.043525,0.236597,-0.806928,0.769579,-0.037349,0.109893,9.099735,6.618472,0.151092,0.727326,1.3749,0.090314,0.124173,0.013646,1,0,1,0
0.206569,0.16064,0.875712,0.120989,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.367209,1.036352,1.082281,0.045929,-0.715072,-0.669143,1.285913,0.777658,0.183439,5.451394,0.235887,4.23932,0.033183,0.140674,0.180895,0,1,1,0
0.584097,0.540539,0.133684,0.800873,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.124636,0.674223,0.717781,0.043558,0.406855,0.450413,1.080583,0.925427,4.043408,0.247316,4.369236,0.228873,0.315727,0.072261,0.078084,0,0,0,2
0.177225,0.851817,0.536134,0.544976,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.029042,1.387951,0.713359,-0.674592,0.315683,-0.358909,0.208055,4.806416,1.588814,0.6294,0.330561,3.02516,0.150963,0.456688,0.095016,1,0,1,2
0.047192,0.814695,0.718458,0.132196,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.861887,1.533153,0.76565,-0.767503,0.096237,-0.671266,0.057926,17.263413,1.133949,0.881874,0.065685,15.224148,0.038447,0.585324,0.033905,1,0,1,2
0.919275,0.116718,0.138309,0.649821,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.035993,0.255027,1.057584,0.802557,-0.021591,0.780966,7.876035,0.126967,0.843893,1.184984,6.646531,0.150454,0.107296,0.016143,0.127144,0,1,0,2
0.520514,0.548005,0.547645,0.878583,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.068519,1.09565,1.068159,-0.027491,0.00036,-0.027131,0.949834,1.052815,1.000657,0.999343,0.950459,1.052123,0.285244,0.300112,0.285057,1,0,1,2
0.874723,0.565807,0.486997,0.794371,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.44053,1.052804,1.36172,0.308916,0.07881,0.387726,1.545974,0.646841,1.161829,0.860712,1.796157,0.556744,0.494924,0.275546,0.425987,0,0,0,0
0.445397,0.854269,0.525909,0.851075,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.299666,1.380178,0.971306,-0.408872,0.32836,-0.080512,0.521378,1.917995,1.624367,0.615625,0.846909,1.180765,0.380489,0.449268,0.234238,1,0,1,0
0.813553,0.141017,0.826204,0.193763,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.95457,0.967221,1.639757,0.672536,-0.685187,-0.012651,5.769184,0.173335,0.170681,5.858896,0.984688,1.01555,0.114725,0.116509,0.672161,0,1,1,2
0.542831,0.808216,0.214205,0.576081,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.351047,1.022421,0.757036,-0.265385,0.594011,0.328626,0.671641,1.488891,3.773096,0.265034,2.534166,0.394607,0.438725,0.173124,0.116277,1,0,0,0
0.479389,0.185785,0.559532,0.45126,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.665174,0.745317,1.038921,0.293604,-0.373747,-0.080143,2.580343,0.387545,0.332036,3.011718,0.856768,1.167177,0.089063,0.103953,0.268233,0,1,1,1
0.500219,0.781612,0.782275,0.577747,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.281831,1.563887,1.282494,-0.281393,-0.000663,-0.282056,0.639984,1.56254,0.999152,1.000848,0.639441,1.563865,0.390977,0.611436,0.391309,1,1,1,0
0.47667,0.081324,0.087395,0.821695,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.557994,0.168719,0.564065,0.395346,-0.006071,0.389275,5.861369,0.170609,0.930534,1.074652,5.454202,0.183345,0.038765,0.007107,0.041659,0,1,0,1
0.498729,0.810427,0.517508,0.80593,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.309156,1.327935,1.016237,-0.311698,0.292919,-0.018779,0.61539,1.624985,1.566018,0.638562,0.963713,1.037654,0.404183,0.419402,0.258096,1,0,1,0
0.250137,0.525627,0.730927,0.883608,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.775764,1.256554,0.981064,-0.27549,-0.2053,-0.48079,0.475883,2.101356,0.719124,1.390581,0.342219,2.922107,0.131479,0.384195,0.182832,1,1,1,1
0.6127,0.134678,0.462226,0.162073,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.747378,0.596904,1.074926,0.478022,-0.327548,0.150474,4.54937,0.219811,0.291368,3.432082,1.325542,0.754408,0.082517,0.062252,0.283206,0,1,0,1
0.075923,0.51487,0.476191,0.505699,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.590793,0.991061,0.552114,-0.438947,0.038679,-0.400268,0.147461,6.781476,1.081226,0.924876,0.159438,6.272026,0.03909,0.245176,0.036154,1,0,1,1
0.97425,0.490425,0.835742,0.513285,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.464675,1.326167,1.809992,0.483825,-0.345317,0.138508,1.986542,0.503387,0.586814,1.704118,1.165731,0.857831,0.477797,0.409869,0.814222,0,1,0,0
0.521385,0.198571,0.883233,0.11359,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.719956,1.081804,1.404618,0.322814,-0.684662,-0.361848,2.625686,0.380853,0.224823,4.447946,0.590314,1.694013,0.103532,0.175384,0.460504,0,1,1,1
0.47783,0.725303,0.2305,0.912496,0,0,0,0,0,0,0,0,1,3,0,3,3,1,1.203133,0.955803,0.70833,-0.247473,0.494803,0.24733,0.658801,1.51791,3.146651,0.317798,2.073015,0.482389,0.346572,0.167182,0.11014,1,0,0,2
0.831571,0.176473,0.193389,0.768371,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.008044,0.369862,1.02496,0.655098,-0.016916,0.638182,4.712171,0.212216,0.912529,1.095856,4.299991,0.232559,0.14675,0.034128,0.160817,0,1,0,2
0.167601,0.141362,0.501145,0.861601,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.308963,0.642507,0.668746,0.026239,-0.359783,-0.333544,1.185616,0.843444,0.282078,3.545118,0.334436,2.990107,0.023692,0.070843,0.083992,0,1,1,0
0.89153,0.181443,0.854854,0.839074,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.072973,1.036297,1.746384,0.710087,-0.673411,0.036676,4.913554,0.203519,0.21225,4.711419,1.042903,0.958862,0.161762,0.155107,0.762128,0,1,0,2
0.490772,0.786886,0.10883,0.873924,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.277658,0.895716,0.599602,-0.296114,0.678056,0.381942,0.623689,1.603364,7.230414,0.138305,4.509529,0.221753,0.386182,0.085637,0.053411,1,0,0,1
0.229621,0.83182,0.911826,0.761556,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.061441,1.743646,1.141447,-0.602199,-0.080006,-0.682205,0.276047,3.622578,0.912257,1.096182,0.251825,3.971004,0.191003,0.758475,0.209374,1,1,1,2
0.831872,0.422768,0.203575,0.404905,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.25464,0.626343,1.035447,0.409104,0.219193,0.628297,1.96768,0.508213,2.076719,0.481529,4.086317,0.244719,0.351689,0.086065,0.169348,0,0,0,0
0.451286,0.215866,0.880204,0.765664,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.667152,1.09607,1.33149,0.23542,-0.664338,-0.428918,2.090584,0.478335,0.245245,4.077548,0.512706,1.950435,0.097417,0.190006,0.397224,0,1,1,1
0.518322,0.172316,0.504419,0.871535,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.690638,0.676735,1.022741,0.346006,-0.332103,0.013903,3.007974,0.33245,0.341613,2.927291,1.027562,0.973177,0.089315,0.086919,0.261451,0,1,0,1
0.867585,0.81324,0.891201,0.250836,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.680825,1.704441,1.758786,0.054345,-0.077961,-0.023616,1.066825,0.937361,0.912521,1.095865,0.973501,1.02722,0.705555,0.72476,0.773193,0,1,1,1
0.144374,0.160428,0.123279,0.164597,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.304802,0.283707,0.267653,-0.016054,0.037149,0.021095,0.89993,1.111197,1.301341,0.768438,1.171116,0.853886,0.023162,0.019777,0.017798,1,0,0,0
0.122252,0.554975,0.413349,0.20106,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.677227,0.968324,0.535601,-0.432723,0.141626,-0.291097,0.220284,4.539599,1.342631,0.744807,0.29576,3.381123,0.067847,0.229398,0.050533,1,0,1,1
0.059118,0.865923,0.850091,0.176864,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.925041,1.716014,0.909209,-0.806805,0.015832,-0.790973,0.068272,14.647366,1.018624,0.981717,0.069543,14.379563,0.051192,0.736113,0.050256,1,0,1,2
0.169314,0.475229,0.762844,0.523517,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.644543,1.238073,0.932158,-0.305915,-0.287615,-0.59353,0.356279,2.806791,0.62297,1.605213,0.221951,4.505499,0.080463,0.362526,0.12916,1,1,1,1
0.192807,0.411681,0.220823,0.848475,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.604488,0.632504,0.41363,-0.218874,0.190858,-0.028016,0.468341,2.135197,1.864303,0.536393,0.873129,1.145306,0.079375,0.090909,0.042576,1,0,1,1
